churn,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifetimeDays,AvgDaysBetweenPurchases,PurchaseRatePerMonth,WeekendPurchaseRatio,EveningPurchaseRatio,UniqueActiveMonths,UniqueActiveDays,MonthlyPurchaseVariance,UniqueProducts,ProductDiversityRatio,AvgItemsPerInvoice,RepeatPurchaseRatio,TopProductConcentration,RecencyScore,MonetaryScore,QuantityPerMonth,InvoiceFrequencyScore,EngagementScore,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Recency_Frequency,Monetary_Frequency,Recency_Monetary,Log_Monetary,Log_Frequency,Log_Recency,High_Recency_Flag,Low_Frequency_Flag,Low_Monetary_Flag,Recency_Bucket
1,168,2,534.0500000000001,267.02500000000003,49,49.0,0.759493670886076,0.0,0.0,2,1,0.0,28,14.0,153.5,0.1428571428571428,0.0625,0.595744678738494,0.0096735630647053,153.5,1.0,0.0078211786889318,3,0,2,5,336,1068.1,89720.40000000001,6.28236020047301,1.0986122886681098,5.1298987149230735,1,0,0,3
0,132,1,818.7,818.7,0,0.0,1.0,0.0,0.0,1,1,0.0,24,24.0,390.0,0.0,0.0416666666666666,0.4680851047231025,0.0148387848361711,390.0,1.0,0.0078929706821683,2,0,2,4,132,818.7,108068.4,6.708938419658985,0.6931471805599453,4.890349128221754,1,1,0,3
0,133,1,981.88,981.88,0,0.0,1.0,0.0,0.0,1,1,0.0,42,42.0,583.0,0.0,0.0238095238095238,0.4716312040013078,0.0177998278316665,583.0,1.0,0.0094048736004016,2,0,3,5,133,981.88,130590.04,6.8904870374156175,0.6931471805599453,4.897839799950911,1,1,0,3
1,106,1,1076.57,1076.57,0,0.0,1.0,0.0,0.0,1,1,0.0,66,66.0,634.0,0.0,0.0151515151515151,0.3758865234897641,0.019518060220706,634.0,1.0,0.012181484419081,2,0,3,5,106,1076.57,114116.42,6.982463785064971,0.6931471805599453,4.672828834461906,1,1,0,3
0,78,1,302.58,302.58,0,0.0,1.0,0.0,0.0,1,1,0.0,16,16.0,158.0,0.0,0.0625,0.2765957437000151,0.0054733386366668,158.0,1.0,0.0039594364659359,2,0,1,3,78,302.58,23601.24,5.715645167198713,0.6931471805599453,4.3694478524670215,1,1,1,2
1,9,4,3494.82,873.705,197,65.66666666666667,0.5286343612334802,0.0,0.0,3,2,0.5773502691896257,107,26.75,405.5,0.2897196261682243,0.0206896551724137,0.0319148935038478,0.0633993092944704,540.6666666666666,1.3333333333333333,0.2455037083604797,0,1,3,4,36,13979.28,31453.38,8.159323248035717,1.6094379124341005,2.302585092994046,0,0,0,0
0,126,1,461.62,461.62,0,0.0,1.0,0.0,0.0,1,1,0.0,26,26.0,266.0,0.0,0.0384615384615384,0.4468085090538705,0.0083592577321662,266.0,1.0,0.00462427024806,2,0,2,4,126,461.62,58164.12,6.1369059827581545,0.6931471805599453,4.844187086458591,1,1,0,3
0,111,2,543.13,271.565,88,88.0,0.5084745762711864,0.0,0.0,2,2,0.0,22,11.0,125.0,0.1363636363636363,0.08,0.3936170198807907,0.0098383275603488,125.0,1.0,0.0119315887708665,2,0,2,4,222,1086.26,60287.43,6.299188188895255,1.0986122886681098,4.718498871295094,1,0,0,3
1,8,4,1483.78,370.945,198,66.0,0.5263157894736842,0.0,0.0,3,2,0.5773502691896257,137,34.25,199.0,0.072992700729927,0.0202702702702702,0.0283687942256425,0.0269072397659671,265.3333333333333,1.3333333333333333,0.1045756552714655,0,1,3,4,32,5935.12,11870.24,7.303021892113631,1.6094379124341005,2.19722457733622,0,0,0,0
1,135,1,196.95,196.95,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,69.0,0.0,0.2,0.4787234025577184,0.0035565904345943,69.0,1.0,0.0018539673602411,2,0,1,3,135,196.95,26588.250000000004,5.288014473552139,0.6931471805599453,4.912654885736052,1,1,1,3
0,38,2,1140.32,570.16,108,108.0,0.4347826086956522,0.0,0.0,2,2,0.0,62,31.0,376.0,0.0,0.0161290322580645,0.1347517725718022,0.0206748594054274,376.0,1.0,0.0357777709057465,1,0,3,4,76,2280.64,43332.16,7.039940766282294,1.0986122886681098,3.6635616461296463,0,0,0,1
1,218,1,883.58,883.58,0,0.0,1.0,0.0,0.0,1,1,0.0,62,62.0,586.0,0.0,0.0161290322580645,0.7730496426487602,0.0160160888535001,586.0,1.0,0.003634857088671,3,0,2,5,218,883.58,192620.44,6.785112956089783,0.6931471805599453,5.389071729816501,1,1,0,4
0,63,2,338.69,169.345,125,125.0,0.3870967741935484,0.0,0.0,2,2,0.0,23,11.5,187.5,0.1304347826086956,0.0769230769230769,0.2234042545269352,0.0061285859866321,187.5,1.0,0.0095188676059687,1,0,1,2,126,677.38,21337.47,5.828033436994058,1.0986122886681098,4.158883083359672,0,0,1,2
0,65,3,652.5,217.5,148,74.0,0.5056179775280899,0.7142857142857143,0.0,3,2,0.0,27,9.0,114.0,0.1851851851851851,0.0857142857142857,0.2304964530833459,0.0118229413145916,114.0,1.0,0.0272933858296971,1,1,2,4,195,1957.5,42412.5,6.482342533064276,1.3862943611198906,4.189654742026425,0,0,0,2
1,65,1,67.5,67.5,0,0.0,1.0,0.0,0.0,1,1,0.0,1,1.0,18.0,0.0,1.0,0.2304964530833459,0.0012076076195013,18.0,1.0,0.0009292583464898,1,0,0,1,65,67.5,4387.5,4.22683374526818,0.6931471805599453,4.189654742026425,0,1,1,2
0,140,2,860.08,430.04,101,101.0,0.4580152671755724,0.0,0.2222222222222222,2,2,0.0,26,13.0,182.0,0.0384615384615384,0.074074074074074,0.496453898948745,0.01558966091874,182.0,1.0,0.0157002259446853,2,0,2,4,280,1720.16,120411.2,6.758187415326246,1.0986122886681098,4.948759890378168,1,0,0,3
0,42,1,179.1,179.1,0,0.0,1.0,0.0,0.0,1,1,0.0,9,9.0,99.0,0.0,0.1111111111111111,0.1489361696846235,0.0032326866628723,99.0,1.0,0.0027512226935135,1,0,0,1,42,179.1,7522.2,5.19351225218191,0.6931471805599453,3.7612001156935615,0,1,1,1
0,109,1,1666.56,1666.56,0,0.0,1.0,1.0,0.0,1,1,0.0,25,25.0,436.0,0.0,0.04,0.3865248213243801,0.030223941804922,436.0,1.0,0.018541638099056,2,0,3,5,109,1666.56,181655.04,7.419116759151437,0.6931471805599453,4.700480365792417,1,1,0,3
1,46,1,223.38,223.38,0,0.0,1.0,1.0,0.0,1,1,0.0,12,12.0,126.0,0.0,0.0833333333333333,0.1631205667974448,0.0040361857671776,126.0,1.0,0.0033778008571358,1,0,1,2,46,223.38,10275.48,5.4133410431168185,0.6931471805599453,3.8501476017100575,0,1,1,1
0,31,2,902.03,451.015,52,52.0,0.7317073170731707,0.0,0.0,2,2,0.0,39,19.5,341.0,0.2051282051282051,0.0425531914893617,0.1099290776243649,0.0163508801469606,341.0,1.0,0.0291068859481174,1,0,2,3,62,1804.06,27962.93,6.80575577545649,1.0986122886681098,3.4657359027997265,0,0,0,1
1,7,1,74.88,74.88,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,120.0,0.0,0.2,0.0248226949474372,0.0013415241368855,120.0,1.0,0.0013082238924709,0,0,0,0,7,74.88,524.16,4.3291531450668135,0.6931471805599453,2.079441541679836,0,1,1,0
0,55,2,1680.97,840.485,16,16.0,1.3043478260869563,0.0,0.0,2,2,0.0,70,35.0,455.0,0.0,0.0142857142857142,0.1950354603012927,0.0304854237853429,455.0,1.0,0.0490793702497772,1,0,3,4,110,3361.94,92453.35,7.427721004464201,1.0986122886681098,4.02535169073515,0,0,0,1
1,200,1,202.56,202.56,0,0.0,1.0,1.0,0.0,1,1,0.0,11,11.0,132.0,0.0,0.0909090909090909,0.7092198556410644,0.0036583887628498,132.0,1.0,0.0010637868125825,3,0,1,4,200,202.56,40512.0,5.315960801720632,0.6931471805599453,5.303304908059076,1,1,1,4
0,50,7,1189.74,169.96285714285713,227,37.833333333333336,0.8171206225680934,0.1851851851851851,0.0,6,4,0.408248290463863,76,10.857142857142858,101.85714285714286,0.0657894736842105,0.0246913580246913,0.1773049639102661,0.021571628279293,118.83333333333331,1.1666666666666667,0.1242281005402311,1,2,3,6,350,8328.18,59487.0,7.082330241577262,2.079441541679836,3.9318256327243257,0,0,0,1
0,120,2,817.66,408.83,53,53.0,0.7228915662650602,0.0,0.0,2,2,0.0,33,16.5,171.0,0.1212121212121212,0.054054054054054,0.4255319133846386,0.0148199131318242,171.0,1.0,0.0170271342812899,2,0,2,4,240,1635.32,98119.2,6.7076688572432905,1.0986122886681098,4.795790545596741,1,0,0,3
0,49,1,49.8,49.8,0,0.0,1.0,0.0,0.0,1,1,0.0,3,3.0,28.0,0.0,0.3333333333333333,0.1737588646320607,0.0008864257282139,28.0,1.0,0.0007324014000988,1,0,0,1,49,49.8,2440.2,3.927896354584436,0.6931471805599453,3.912023005428146,0,1,1,1
0,69,5,898.32,179.66400000000002,195,48.75,0.6666666666666666,0.2142857142857142,0.4642857142857143,5,3,0.0,53,10.6,109.8,0.0566037735849056,0.0357142857142857,0.2446808501961672,0.0162835589708772,109.8,1.0,0.0614964195883179,1,2,2,5,345,4491.6,61984.08,6.801638922192802,1.791759469228055,4.248495242049359,0,0,0,2
0,9,1,262.8,262.8,0,0.0,1.0,0.0,0.0,1,1,0.0,12,12.0,80.0,0.0,0.0833333333333333,0.0319148935038478,0.0047514959454006,80.0,1.0,0.0045998524583192,0,0,1,1,9,262.8,2365.2000000000003,5.575191240283214,0.6931471805599453,2.302585092994046,0,1,1,0
0,92,1,259.7,259.7,0,0.0,1.0,0.0,0.0,1,1,0.0,11,11.0,194.0,0.0,0.0909090909090909,0.3262411335948896,0.0046952437497514,194.0,1.0,0.0031634621063282,2,0,1,3,92,259.7,23892.4,5.563370320939456,0.6931471805599453,4.532599493153256,1,1,1,3
1,206,1,658.6800000000001,658.6800000000001,0,0.0,1.0,0.0,0.0,1,1,0.0,44,44.0,318.0,0.0,0.0227272727272727,0.7304964513102963,0.0119350827884987,318.0,1.0,0.0032165471654058,3,0,2,5,206,658.6800000000001,135688.08000000002,6.49175486895859,0.6931471805599453,5.332718793265369,1,1,0,4
0,90,2,440.16,220.08,0,0.0,2.0,0.0,0.0,1,1,0.0,11,5.5,104.0,0.0,0.0909090909090909,0.3191489350384789,0.0079698473713172,208.0,2.0,0.0108525581406843,2,0,2,4,180,880.32,39614.4,6.089407621437946,1.0986122886681098,4.51085950651685,1,0,0,2
0,7,9,2733.4700000000003,303.7188888888889,230,28.75,1.0384615384615383,0.0,0.0078125,7,5,0.4879500364742666,107,11.88888888888889,131.44444444444446,0.1308411214953271,0.0546875,0.0248226949474372,0.0495839515017234,169.0,1.2857142857142858,0.4351782977937686,0,2,3,5,63,24601.230000000003,19134.29,7.913692911799603,2.302585092994046,2.079441541679836,0,0,0,0
0,20,1,9.3,9.3,0,0.0,1.0,0.0,0.0,1,1,0.0,2,2.0,31.0,0.0,0.5,0.0709219855641064,0.0001515180108615,31.0,1.0,0.0001407720526825,0,0,0,0,20,9.3,186.0,2.33214389523559,0.6931471805599453,3.044522437723423,0,1,1,0
0,21,2,850.1800000000001,425.09,160,160.0,0.3157894736842105,0.0,0.0,2,2,0.0,26,13.0,220.5,0.0,0.0384615384615384,0.0744680848423117,0.0154100168100539,220.5,1.0,0.0285249247416427,0,0,2,2,42,1700.36,17853.780000000002,6.746623622070738,1.0986122886681098,3.091042453358316,0,0,0,0
0,2,11,4453.02,404.8200000000001,278,27.8,1.0714285714285714,0.0211864406779661,0.0,8,5,0.5175491695067657,172,15.636363636363637,292.72727272727275,0.1860465116279069,0.0296610169491525,0.0070921985564106,0.0807866815109414,402.5,1.375,0.8823509895744761,0,2,3,5,22,48983.22,8906.04,8.401562338152988,2.4849066497880004,1.0986122886681098,0,0,0,0
1,226,2,1048.28,524.14,43,43.0,0.821917808219178,0.0,0.0,2,2,0.0,62,31.0,234.0,0.032258064516129,0.03125,0.8014184368744027,0.0190047135707332,234.0,1.0,0.0075479714552609,3,0,3,6,452,2096.56,236911.28,6.955859493656283,1.0986122886681098,5.424950017481403,1,0,0,4
1,6,2,619.9,309.95,255,255.0,0.2105263157894736,0.0,0.0,2,2,0.0,18,9.0,157.0,0.4444444444444444,0.0769230769230769,0.0212765956692319,0.0112313859667968,157.0,1.0,0.0219848406175524,0,0,2,2,12,1239.8,3719.4,6.431170038370847,1.0986122886681098,1.9459101490553128,0,0,0,0
1,276,1,232.86,232.86,0,0.0,1.0,0.0,0.0,1,1,0.0,15,15.0,166.0,0.0,0.0666666666666666,0.9787234007846688,0.0042082086106468,166.0,1.0,8.95363680232384e-05,3,0,1,4,276,232.86,64269.36,5.454722645712173,0.6931471805599453,5.6240175061873385,1,1,1,4
0,18,1,148.42000000000002,148.42000000000002,0,0.0,1.0,1.0,0.0,1,1,0.0,11,11.0,110.0,0.0,0.0909090909090909,0.0638297870076957,0.0026759713846409,110.0,1.0,0.0025051647011206,0,0,0,0,18,148.42000000000002,2671.5600000000004,5.006761132547656,0.6931471805599453,2.9444389791664403,0,1,1,0
1,7,3,2764.74,921.58,66,33.0,0.9375,0.0,0.0,2,2,0.7071067811865476,128,42.66666666666666,627.3333333333334,0.0390625,0.0150375939849624,0.0248226949474372,0.0501513728429977,941.0,1.5,0.1467194418411624,0,1,3,4,21,8294.220000000001,19353.18,7.925063509252694,1.3862943611198906,2.079441541679836,0,0,0,0
0,121,3,1607.05,535.6833333333333,144,72.0,0.5172413793103449,0.0,0.0,3,2,0.0,92,30.666666666666668,234.33333333333331,0.0652173913043478,0.0204081632653061,0.4290780126628439,0.029144081107153,234.33333333333331,1.0,0.0499169901144333,2,1,3,6,363,4821.15,194453.05,7.38277754378285,1.3862943611198906,4.804021044733257,1,0,0,3
0,31,1,329.71,329.71,0,0.0,1.0,0.0,0.0,1,1,0.0,18,18.0,281.0,0.0,0.0555555555555555,0.1099290776243649,0.0059656360779451,281.0,1.0,0.0053098392064539,1,0,1,2,31,329.71,10221.01,5.80124185841777,0.6931471805599453,3.4657359027997265,0,1,1,1
1,149,1,343.35,343.35,0,0.0,1.0,0.0,0.0,1,1,0.0,19,19.0,205.0,0.0,0.0526315789473684,0.5283687924525929,0.0062131457388015,205.0,1.0,0.002930313427459,3,0,1,4,149,343.35,51159.15,5.841658581990707,0.6931471805599453,5.010635294096256,1,1,1,3
1,0,1,236.95,236.95,0,0.0,1.0,0.0,0.0,1,1,0.0,14,14.0,162.0,0.0,0.0714285714285714,0.0,0.0042824252171646,162.0,1.0,0.0042824252171646,0,0,1,1,0,236.95,0.0,5.47206056756712,0.6931471805599453,0.0,0,1,1,0
1,70,3,1753.56,584.52,156,78.0,0.4838709677419354,0.0,0.0,3,3,0.0,84,28.0,381.0,0.0714285714285714,0.0222222222222222,0.2482269494743725,0.0318026324570123,381.0,1.0,0.0717250860508605,1,1,3,5,210,5260.68,122749.2,7.4699733922156835,1.3862943611198906,4.262679877041316,0,0,0,2
1,66,1,1005.4,1005.4,0,0.0,1.0,0.0,0.0,1,1,0.0,60,60.0,514.0,0.0,0.0166666666666666,0.2340425523615512,0.0182266186838178,514.0,1.0,0.0139608143261364,1,0,3,4,66,1005.4,66356.4,6.914134885946176,0.6931471805599453,4.204692619390966,0,1,0,2
1,233,1,183.25,183.25,0,0.0,1.0,0.0,0.0,1,1,0.0,21,21.0,93.0,0.0,0.0476190476190476,0.82624113182184,0.003307992021564,93.0,1.0,0.0005747929496093,3,0,0,3,233,183.25,42697.25,5.216293531069446,0.6931471805599453,5.455321115357702,1,1,1,4
0,1,31,8216.85,265.05967741935484,275,9.166666666666666,3.0491803278688527,0.0957178841309823,0.0,9,6,1.8782379449307745,101,3.2580645161290325,140.70967741935485,0.6831683168316832,0.0428211586901763,0.0035460992782053,0.1490846497529787,484.6666666666667,3.4444444444444446,4.605235404307043,0,2,3,5,31,254722.35,8216.85,9.014063896660566,3.4657359027997265,0.6931471805599453,0,0,0,0
0,16,10,6439.99,643.999,252,28.0,1.0638297872340423,0.0,0.0,7,3,0.5345224838248488,218,21.8,439.9,0.3577981651376147,0.0212765957446808,0.0567375884512851,0.1168419799590331,628.4285714285714,1.4285714285714286,1.1021264778628417,0,2,3,5,160,64399.9,103039.84,8.770437533991734,2.3978952727983707,2.833213344056216,0,0,0,0
0,22,6,1698.1,283.01666666666665,188,37.6,0.8256880733944955,0.3577981651376147,0.1651376146788991,5,3,0.4472135954999579,99,16.5,190.66666666666663,0.101010101010101,0.018348623853211,0.078014184120517,0.0307962625309786,228.8,1.2,0.1703623034139788,0,2,3,5,132,10188.6,37358.2,7.437853978091713,1.9459101490553128,3.1354942159291497,0,0,0,0
0,45,1,879.5,879.5,0,0.0,1.0,0.0,0.0,1,1,0.0,54,54.0,505.0,0.0,0.0185185185185185,0.1595744675192394,0.0159420537056779,505.0,1.0,0.0133981089744312,1,0,2,3,45,879.5,39577.5,6.7804899279362605,0.6931471805599453,3.828641396489095,0,1,0,1
0,69,2,3322.4,1661.2,97,97.0,0.4724409448818897,0.0,0.0,2,1,0.0,155,77.5,689.5,0.0967741935483871,0.0117647058823529,0.2446808501961672,0.0602705984642012,689.5,1.0,0.0910470743802973,1,0,3,4,138,6644.8,229245.6,8.108743634267114,1.0986122886681098,4.248495242049359,0,0,0,2
0,51,1,338.2,338.2,0,0.0,1.0,0.0,0.0,1,1,0.0,24,24.0,262.0,0.0,0.0416666666666666,0.1808510631884714,0.0061196945105456,262.0,1.0,0.0050129412519248,1,0,1,2,51,338.2,17248.2,5.826589903917748,0.6931471805599453,3.951243718581428,0,1,1,1
0,151,1,786.3000000000001,786.3000000000001,0,0.0,1.0,1.0,0.0,1,1,0.0,20,20.0,414.0,0.0,0.05,0.5354609910090036,0.0142508586622892,414.0,1.0,0.0066200797602505,3,0,2,5,151,786.3000000000001,118731.30000000002,6.668609370190421,0.6931471805599453,5.0238805208462765,1,1,0,3
1,144,12,821.4,68.45,53,4.818181818181818,4.337349397590361,0.5,0.0,2,2,2.8284271247461903,4,0.3333333333333333,32.333333333333336,1.0,0.25,0.5106382960615663,0.0148877786839946,194.0,6.0,0.0874261049358948,3,2,2,7,1728,9856.8,118281.6,6.7122268947009,2.5649493574615367,4.976733742420574,1,0,0,3
0,92,6,805.3000000000001,134.21666666666667,128,25.6,1.139240506329114,0.2142857142857142,0.0,5,4,0.4472135954999579,23,3.8333333333333335,66.5,0.1739130434782608,0.1071428571428571,0.3262411335948896,0.01459563018401,79.8,1.2,0.059003611483481,2,2,2,6,552,4831.8,74087.6,6.692455881690976,1.9459101490553128,4.532599493153256,1,0,0,3
1,27,5,1210.56,242.112,197,49.25,0.6607929515418502,0.0347826086956521,0.0,4,3,0.5,101,20.2,147.2,0.1287128712871287,0.0260869565217391,0.0957446805115436,0.0219494252836208,184.0,1.25,0.0992394228621428,0,2,3,5,135,6052.799999999999,32685.12,7.099664064411997,1.791759469228055,3.332204510175204,0,0,0,0
1,73,1,612.3000000000001,612.3000000000001,0,0.0,1.0,0.0,0.0,1,1,0.0,31,31.0,374.0,0.0,0.032258064516129,0.2588652473089884,0.0110934773581084,374.0,1.0,0.008221761598285,1,0,2,3,73,612.3000000000001,44697.9,6.418854212631938,0.6931471805599453,4.30406509320417,0,1,0,2
0,3,8,2674.51,334.31375,278,39.71428571428572,0.7792207792207791,0.1503267973856209,0.0,7,5,0.3779644730092272,87,10.875,209.375,0.4137931034482758,0.0392156862745098,0.0106382978346159,0.0485140710322148,239.28571428571428,1.1428571428571428,0.3839837111632353,0,2,3,5,24,21396.08,8023.530000000001,7.891895295363511,2.19722457733622,1.3862943611198906,0,0,0,0
0,120,1,266.0,266.0,0,0.0,1.0,0.0,0.0,1,1,0.0,17,17.0,152.0,0.0,0.0588235294117647,0.4255319133846386,0.0048095627280063,152.0,1.0,0.0027629402978143,2,0,1,3,120,266.0,31920.0,5.58724865840025,0.6931471805599453,4.795790545596741,1,1,1,3
1,184,1,243.4,243.4,0,0.0,1.0,0.0,0.0,1,1,0.0,14,14.0,124.0,0.0,0.0714285714285714,0.6524822671897792,0.004399466075854,124.0,1.0,0.0015288924762562,3,0,1,4,184,243.4,44785.6,5.4988062272974405,0.6931471805599453,5.220355825078324,1,1,1,4
1,164,2,45.34,22.67,0,0.0,2.0,0.0,0.0,1,1,0.0,10,5.0,15.0,0.0,0.1,0.5815602816256727,0.0008054951499573,30.0,2.0,0.0006741023274,3,0,0,3,328,90.68,7435.76,3.8360055190042304,1.0986122886681098,5.10594547390058,1,0,1,3
1,104,1,297.16,297.16,0,0.0,1.0,0.0,0.0,1,1,0.0,23,23.0,214.0,0.0,0.0434782608695652,0.3687943249333534,0.0053749880236285,214.0,1.0,0.0033927229439296,2,0,1,3,104,297.16,30904.640000000003,5.697630255171003,0.6931471805599453,4.653960350157523,1,1,1,3
0,66,6,862.6400000000001,143.77333333333334,150,30.0,1.0,0.0461538461538461,0.0,4,5,1.0,58,9.666666666666666,63.5,0.1206896551724138,0.0307692307692307,0.2340425523615512,0.0156361143448245,95.25,1.5,0.0718595894072686,1,2,2,5,396,5175.84,56934.240000000005,6.761156015307713,1.9459101490553128,4.204692619390966,0,0,0,2
0,140,1,116.4,116.4,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,120.0,0.0,0.2,0.496453898948745,0.0020949406411934,120.0,1.0,0.0010548991918067,2,0,0,2,140,116.4,16296.0,4.765586907393996,0.6931471805599453,4.948759890378168,1,1,1,3
1,128,1,362.25,362.25,0,0.0,1.0,0.0,0.0,1,1,0.0,23,23.0,317.0,0.0,0.0434782608695652,0.4539007076102812,0.006556102673566,317.0,1.0,0.0035802830308687,2,0,1,3,128,362.25,46368.0,5.895091302450393,0.6931471805599453,4.859812404361672,1,1,1,3
1,3,5,1806.28,361.256,276,69.0,0.4901960784313726,0.0,0.0,5,4,0.0,74,14.8,191.2,0.2027027027027027,0.0439560439560439,0.0106382978346159,0.03275928270044,191.2,1.0,0.1620538984711217,0,2,3,5,15,9031.4,5418.84,7.499578231548967,1.791759469228055,1.3862943611198906,0,0,0,0
1,185,1,478.2,478.2,0,0.0,1.0,0.0,0.0,1,1,0.0,32,32.0,388.0,0.0,0.03125,0.6560283664679846,0.0086601162495416,388.0,1.0,0.0029788343329319,3,0,2,5,185,478.2,88467.0,6.17211804680124,0.6931471805599453,5.225746673713202,1,1,0,4
0,143,1,404.7,404.7,0,0.0,1.0,0.0,0.0,1,1,0.0,20,20.0,322.0,0.0,0.05,0.507092196783361,0.0073263948365687,322.0,1.0,0.0036112371843908,3,0,1,4,143,404.7,57872.1,6.005613970212401,0.6931471805599453,4.969813299576001,1,1,1,3
1,20,1,319.88,319.88,0,0.0,1.0,0.0,0.0,1,1,0.0,19,19.0,160.0,0.0,0.0526315789473684,0.0709219855641064,0.0057872621801284,160.0,1.0,0.0053768180553337,0,0,1,1,20,319.88,6397.6,5.771067221461798,0.6931471805599453,3.044522437723423,0,1,1,0
0,46,8,1417.59,177.19875000000002,229,32.714285714285715,0.9266409266409268,0.0705882352941176,0.0,6,5,0.5163977794943223,68,8.5,112.0,0.1617647058823529,0.0470588235294117,0.1631205667974448,0.0257061646595089,149.33333333333334,1.3333333333333333,0.1721036840804914,1,2,3,6,368,11340.72,65209.14000000001,7.2574186995397,2.19722457733622,3.8501476017100575,0,0,0,1
0,36,2,320.1,160.05,176,176.0,0.2912621359223301,0.0,0.0,2,2,0.0,7,3.5,79.0,0.0,0.1428571428571428,0.1276595740153915,0.0057912542714326,79.0,1.0,0.0101038904362534,1,0,1,2,72,640.2,11523.6,5.771752601095469,1.0986122886681098,3.610917912644224,0,0,1,1
