CustomerID,churn,Recency,Frequency,Monetary,TotalQuantity,AvgOrderValue,TotalInvoices,CustomerLifetimeDays,AvgDaysBetweenPurchases,PurchaseRatePerMonth,WeekendPurchaseRatio,EveningPurchaseRatio,UniqueActiveMonths,UniqueActiveDays,MonthlyPurchaseVariance,UniqueProducts,ProductDiversityRatio,AvgItemsPerInvoice,RepeatPurchaseRatio,TopProductConcentration,RecencyScore,MonetaryScore,RevenuePerMonth,QuantityPerMonth,InvoiceFrequencyScore,EngagementScore,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Recency_Frequency,Monetary_Frequency,Recency_Monetary,Log_Monetary,Log_Frequency,Log_Recency,High_Recency_Flag,Low_Frequency_Flag,Low_Monetary_Flag,Recency_Bucket
12371,0,189,2,487.68,249,243.84,2,0,0.0,2.0,0.0,1.0,1,1,0.0,31,15.5,124.5,0.03225806451612903,0.0625,0.6702127635808058,0.008832139093010788,487.68,249.0,2.0,0.005825453486307911,3,0,2,5,378,975.36,92171.52,6.191707878535859,1.0986122886681098,5.247024072160486,1,0,0,4
12373,1,168,2,534.0500000000001,307,267.02500000000003,2,49,49.0,0.759493670886076,0.0,0.0,2,1,0.0,28,14.0,153.5,0.14285714285714285,0.0625,0.595744678738494,0.009673563064705383,267.02500000000003,153.5,1.0,0.007821178688931826,3,0,2,5,336,1068.1000000000001,89720.40000000001,6.28236020047301,1.0986122886681098,5.1298987149230735,1,0,0,3
12374,0,132,1,818.7,390,818.7,1,0,0.0,1.0,0.0,0.0,1,1,0.0,24,24.0,390.0,0.0,0.041666666666666664,0.4680851047231025,0.014838784836171126,818.7,390.0,1.0,0.00789297068216838,2,0,2,4,132,818.7,108068.40000000001,6.708938419658985,0.6931471805599453,4.890349128221754,1,1,0,3
12377,0,133,1,981.88,583,981.88,1,0,0.0,1.0,0.0,0.0,1,1,0.0,42,42.0,583.0,0.0,0.023809523809523808,0.4716312040013078,0.017799827831666573,981.88,583.0,1.0,0.00940487360040168,2,0,3,5,133,981.88,130590.04,6.8904870374156175,0.6931471805599453,4.897839799950911,1,1,0,3
12378,1,106,1,1076.57,634,1076.57,1,0,0.0,1.0,0.0,0.0,1,1,0.0,66,66.0,634.0,0.0,0.015151515151515152,0.3758865234897641,0.019518060220706065,1076.57,634.0,1.0,0.012181484419081004,2,0,3,5,106,1076.57,114116.42,6.982463785064971,0.6931471805599453,4.672828834461906,1,1,0,3
12379,0,78,1,302.58,158,302.58,1,0,0.0,1.0,0.0,0.0,1,1,0.0,16,16.0,158.0,0.0,0.0625,0.2765957437000151,0.0054733386366668255,302.58,158.0,1.0,0.0039594364659359385,2,0,1,3,78,302.58,23601.239999999998,5.715645167198713,0.6931471805599453,4.3694478524670215,1,1,1,2
12380,1,9,4,3494.82,1622,873.705,4,197,65.66666666666667,0.5286343612334802,0.0,0.0,3,2,0.5773502691896257,107,26.75,405.5,0.2897196261682243,0.020689655172413793,0.031914893503847894,0.06339930929447046,1164.94,540.6666666666666,1.3333333333333333,0.2455037083604797,0,1,3,4,36,13979.28,31453.38,8.159323248035717,1.6094379124341003,2.302585092994046,0,0,0,0
12388,0,126,1,461.62,266,461.62,1,0,0.0,1.0,0.0,0.0,1,1,0.0,26,26.0,266.0,0.0,0.038461538461538464,0.44680850905387054,0.008359257732166251,461.62,266.0,1.0,0.00462427024806001,2,0,2,4,126,461.62,58164.12,6.1369059827581545,0.6931471805599453,4.844187086458591,1,1,0,3
12389,0,111,2,543.13,250,271.565,2,88,88.0,0.5084745762711864,0.0,0.0,2,2,0.0,22,11.0,125.0,0.13636363636363635,0.08,0.39361701988079073,0.009838327560348836,271.565,125.0,1.0,0.011931588770866555,2,0,2,4,222,1086.26,60287.43,6.299188188895255,1.0986122886681098,4.718498871295094,1,0,0,3
12391,1,8,4,1483.78,796,370.945,4,198,66.0,0.5263157894736842,0.0,0.0,3,2,0.5773502691896257,137,34.25,199.0,0.072992700729927,0.02027027027027027,0.028368794225642573,0.02690723976596714,494.5933333333333,265.3333333333333,1.3333333333333333,0.10457565527146556,0,1,3,4,32,5935.12,11870.24,7.303021892113631,1.6094379124341003,2.1972245773362196,0,0,0,0
12392,1,135,1,196.95000000000002,69,196.95000000000002,1,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,69.0,0.0,0.2,0.47872340255771845,0.003556590434594364,196.95000000000002,69.0,1.0,0.0018539673602411154,2,0,1,3,135,196.95000000000002,26588.250000000004,5.288014473552139,0.6931471805599453,4.912654885736052,1,1,1,3
12395,0,38,2,1140.32,752,570.16,2,108,108.0,0.4347826086956522,0.0,0.0,2,2,0.0,62,31.0,376.0,0.0,0.016129032258064516,0.13475177257180224,0.020674859405427445,570.16,376.0,1.0,0.035777770905746596,1,0,3,4,76,2280.64,43332.159999999996,7.039940766282294,1.0986122886681098,3.6635616461296463,0,0,0,1
12396,1,218,1,883.58,586,883.58,1,0,0.0,1.0,0.0,0.0,1,1,0.0,62,62.0,586.0,0.0,0.016129032258064516,0.7730496426487602,0.016016088853500116,883.58,586.0,1.0,0.0036348570886710597,3,0,2,5,218,883.58,192620.44,6.785112956089783,0.6931471805599453,5.389071729816501,1,1,0,4
12399,0,63,2,338.69,375,169.345,2,125,125.0,0.3870967741935484,0.0,0.0,2,2,0.0,23,11.5,187.5,0.13043478260869565,0.07692307692307693,0.22340425452693527,0.006128585986632145,169.345,187.5,1.0,0.009518867605968737,1,0,1,2,126,677.38,21337.47,5.828033436994058,1.0986122886681098,4.1588830833596715,0,0,1,2
12402,0,65,3,652.5,342,217.5,3,148,74.0,0.5056179775280899,0.7142857142857143,0.0,3,2,0.0,27,9.0,114.0,0.18518518518518517,0.08571428571428572,0.2304964530833459,0.011822941314591618,217.5,114.0,1.0,0.0272933858296971,1,1,2,4,195,1957.5,42412.5,6.482342533064276,1.3862943611198906,4.189654742026425,0,0,0,2
12403,1,65,1,67.5,18,67.5,1,0,0.0,1.0,0.0,0.0,1,1,0.0,1,1.0,18.0,0.0,1.0,0.2304964530833459,0.0012076076195013004,67.5,18.0,1.0,0.0009292583464898279,1,0,0,1,65,67.5,4387.5,4.22683374526818,0.6931471805599453,4.189654742026425,0,1,1,2
12406,0,140,2,860.08,364,430.04,2,101,101.0,0.45801526717557245,0.0,0.2222222222222222,2,2,0.0,26,13.0,182.0,0.038461538461538464,0.07407407407407407,0.49645389894874503,0.015589660918740079,430.04,182.0,1.0,0.015700225944685384,2,0,2,4,280,1720.16,120411.20000000001,6.758187415326246,1.0986122886681098,4.948759890378168,1,0,0,3
12408,0,42,1,179.1,99,179.1,1,0,0.0,1.0,0.0,0.0,1,1,0.0,9,9.0,99.0,0.0,0.1111111111111111,0.1489361696846235,0.0032326866628723766,179.1,99.0,1.0,0.002751222693513597,1,0,0,1,42,179.1,7522.2,5.19351225218191,0.6931471805599453,3.7612001156935624,0,1,1,1
12409,0,109,1,1666.56,436,1666.56,1,0,0.0,1.0,1.0,0.0,1,1,0.0,25,25.0,436.0,0.0,0.04,0.3865248213243801,0.030223941804922026,1666.56,436.0,1.0,0.018541638099056075,2,0,3,5,109,1666.56,181655.04,7.4191167591514375,0.6931471805599453,4.700480365792417,1,1,0,3
12410,1,46,1,223.38,126,223.38,1,0,0.0,1.0,1.0,0.0,1,1,0.0,12,12.0,126.0,0.0,0.08333333333333333,0.1631205667974448,0.004036185767177675,223.38,126.0,1.0,0.003377800857135873,1,0,1,2,46,223.38,10275.48,5.4133410431168185,0.6931471805599453,3.8501476017100584,0,1,1,1
12412,0,31,2,902.03,682,451.015,2,52,52.0,0.7317073170731707,0.0,0.0,2,2,0.0,39,19.5,341.0,0.20512820512820512,0.0425531914893617,0.10992907762436498,0.016350880146960657,451.015,341.0,1.0,0.029106885948117462,1,0,2,3,62,1804.06,27962.93,6.80575577545649,1.0986122886681098,3.4657359027997265,0,0,0,1
12414,1,7,1,74.88,120,74.88,1,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,120.0,0.0,0.2,0.024822694947437253,0.0013415241368855166,74.88,120.0,1.0,0.0013082238924709833,0,0,0,0,7,74.88,524.16,4.3291531450668135,0.6931471805599453,2.0794415416798357,0,1,1,0
12415,0,55,2,1680.97,910,840.485,2,16,16.0,1.3043478260869565,0.0,0.0,2,2,0.0,70,35.0,455.0,0.0,0.014285714285714285,0.1950354603012927,0.030485423785342972,840.485,455.0,1.0,0.04907937024977726,1,0,3,4,110,3361.94,92453.35,7.427721004464201,1.0986122886681098,4.02535169073515,0,0,0,1
12416,1,200,1,202.56,132,202.56,1,0,0.0,1.0,1.0,0.0,1,1,0.0,11,11.0,132.0,0.0,0.09090909090909091,0.7092198556410644,0.003658388762849845,202.56,132.0,1.0,0.0010637868125825858,3,0,1,4,200,202.56,40512.0,5.315960801720632,0.6931471805599453,5.303304908059076,1,1,1,4
12417,0,50,7,1189.74,713,169.96285714285713,7,227,37.833333333333336,0.8171206225680934,0.18518518518518517,0.0,6,4,0.408248290463863,76,10.857142857142858,101.85714285714286,0.06578947368421052,0.024691358024691357,0.1773049639102661,0.021571628279293025,198.29,118.83333333333333,1.1666666666666667,0.12422810054023112,1,2,3,6,350,8328.18,59487.0,7.082330241577262,2.0794415416798357,3.9318256327243257,0,0,0,1
12418,0,120,2,817.66,342,408.83,2,53,53.0,0.7228915662650602,0.0,0.0,2,2,0.0,33,16.5,171.0,0.12121212121212122,0.05405405405405406,0.4255319133846386,0.014819913131824297,408.83,171.0,1.0,0.017027134281289946,2,0,2,4,240,1635.32,98119.2,6.7076688572432905,1.0986122886681098,4.795790545596741,1,0,0,3
12421,0,49,1,49.8,28,49.8,1,0,0.0,1.0,0.0,0.0,1,1,0.0,3,3.0,28.0,0.0,0.3333333333333333,0.17375886463206078,0.0008864257282139522,49.8,28.0,1.0,0.0007324014000988482,1,0,0,1,49,49.8,2440.2,3.927896354584436,0.6931471805599453,3.912023005428146,0,1,1,1
12422,0,69,5,898.32,549,179.66400000000002,5,195,48.75,0.6666666666666666,0.21428571428571427,0.4642857142857143,5,3,0.0,53,10.6,109.8,0.05660377358490566,0.03571428571428571,0.2446808501961672,0.016283558970877264,179.66400000000002,109.8,1.0,0.061496419588317947,1,2,2,5,345,4491.6,61984.08,6.801638922192802,1.791759469228055,4.248495242049359,0,0,0,2
12423,0,9,1,262.8,80,262.8,1,0,0.0,1.0,0.0,0.0,1,1,0.0,12,12.0,80.0,0.0,0.08333333333333333,0.031914893503847894,0.0047514959454006845,262.8,80.0,1.0,0.0045998524583192564,0,0,1,1,9,262.8,2365.2000000000003,5.575191240283214,0.6931471805599453,2.302585092994046,0,1,1,0
12424,0,92,1,259.7,194,259.7,1,0,0.0,1.0,0.0,0.0,1,1,0.0,11,11.0,194.0,0.0,0.09090909090909091,0.3262411335948896,0.0046952437497514874,259.7,194.0,1.0,0.003163462106328242,2,0,1,3,92,259.7,23892.399999999998,5.563370320939456,0.6931471805599453,4.532599493153256,1,1,1,3
12426,1,206,1,658.6800000000001,318,658.6800000000001,1,0,0.0,1.0,0.0,0.0,1,1,0.0,44,44.0,318.0,0.0,0.022727272727272728,0.7304964513102963,0.011935082788498728,658.6800000000001,318.0,1.0,0.0032165471654058116,3,0,2,5,206,658.6800000000001,135688.08000000002,6.49175486895859,0.6931471805599453,5.332718793265369,1,1,0,4
12429,0,90,2,440.16,208,220.08,2,0,0.0,2.0,0.0,0.0,1,1,0.0,11,5.5,104.0,0.0,0.09090909090909091,0.31914893503847896,0.007969847371317298,440.16,208.0,2.0,0.010852558140684324,2,0,2,4,180,880.32,39614.4,6.089407621437946,1.0986122886681098,4.51085950651685,1,0,0,2
12431,0,7,9,2733.4700000000003,1183,303.7188888888889,9,230,28.75,1.0384615384615383,0.0,0.0078125,7,5,0.4879500364742666,107,11.88888888888889,131.44444444444446,0.1308411214953271,0.0546875,0.024822694947437253,0.04958395150172343,390.4957142857143,169.0,1.2857142857142858,0.43517829779376865,0,2,3,5,63,24601.230000000003,19134.29,7.913692911799603,2.302585092994046,2.0794415416798357,0,0,0,0
12433,0,20,1,9.3,31,9.3,1,0,0.0,1.0,0.0,0.0,1,1,0.0,2,2.0,31.0,0.0,0.5,0.07092198556410644,0.0001515180108615456,9.3,31.0,1.0,0.00014077205268252094,0,0,0,0,20,9.3,186.0,2.33214389523559,0.6931471805599453,3.044522437723423,0,1,1,0
12435,0,21,2,850.1800000000001,441,425.09000000000003,2,160,160.0,0.31578947368421056,0.0,0.0,2,2,0.0,26,13.0,220.5,0.0,0.038461538461538464,0.07446808484231175,0.015410016810053936,425.09000000000003,220.5,1.0,0.02852492474164278,0,0,2,2,42,1700.3600000000001,17853.780000000002,6.746623622070738,1.0986122886681098,3.091042453358316,0,0,0,0
12437,0,2,11,4453.02,3220,404.82000000000005,11,278,27.8,1.0714285714285714,0.0211864406779661,0.0,8,5,0.5175491695067657,172,15.636363636363637,292.72727272727275,0.18604651162790697,0.029661016949152543,0.007092198556410643,0.08078668151094148,556.6275,402.5,1.375,0.8823509895744761,0,2,3,5,22,48983.22,8906.04,8.401562338152988,2.4849066497880004,1.0986122886681098,0,0,0,0
12439,1,226,2,1048.28,468,524.14,2,43,43.0,0.821917808219178,0.0,0.0,2,2,0.0,62,31.0,234.0,0.03225806451612903,0.03125,0.8014184368744027,0.019004713570733238,524.14,234.0,1.0,0.0075479714552609154,3,0,3,6,452,2096.56,236911.28,6.955859493656283,1.0986122886681098,5.424950017481403,1,0,0,4
12440,1,6,2,619.9,314,309.95,2,255,255.0,0.21052631578947367,0.0,0.0,2,2,0.0,18,9.0,157.0,0.4444444444444444,0.07692307692307693,0.02127659566923193,0.011231385966796842,309.95,157.0,1.0,0.021984840617552442,0,0,2,2,12,1239.8,3719.3999999999996,6.431170038370847,1.0986122886681098,1.9459101490553132,0,0,0,0
12443,1,276,1,232.86,166,232.86,1,0,0.0,1.0,0.0,0.0,1,1,0.0,15,15.0,166.0,0.0,0.06666666666666667,0.9787234007846688,0.0042082086106468315,232.86,166.0,1.0,8.95363680232384e-05,3,0,1,4,276,232.86,64269.36,5.454722645712173,0.6931471805599453,5.6240175061873385,1,1,1,4
12450,0,18,1,148.42000000000002,110,148.42000000000002,1,0,0.0,1.0,1.0,0.0,1,1,0.0,11,11.0,110.0,0.0,0.09090909090909091,0.06382978700769579,0.0026759713846409737,148.42000000000002,110.0,1.0,0.0025051647011206514,0,0,0,0,18,148.42000000000002,2671.5600000000004,5.0067611325476555,0.6931471805599453,2.9444389791664403,0,1,1,0
12451,1,7,3,2764.7400000000002,1882,921.58,3,66,33.0,0.9375,0.0,0.0,2,2,0.7071067811865476,128,42.666666666666664,627.3333333333334,0.0390625,0.015037593984962405,0.024822694947437253,0.05015137284299774,1382.3700000000001,941.0,1.5,0.14671944184116245,0,1,3,4,21,8294.220000000001,19353.18,7.925063509252694,1.3862943611198906,2.0794415416798357,0,0,0,0
12455,0,121,3,1607.05,703,535.6833333333333,3,144,72.0,0.5172413793103449,0.0,0.0,3,2,0.0,92,30.666666666666668,234.33333333333334,0.06521739130434782,0.02040816326530612,0.42907801266284396,0.029144081107153094,535.6833333333333,234.33333333333334,1.0,0.049916990114433325,2,1,3,6,363,4821.15,194453.05,7.38277754378285,1.3862943611198906,4.804021044733257,1,0,0,3
12458,0,31,1,329.71,281,329.71,1,0,0.0,1.0,0.0,0.0,1,1,0.0,18,18.0,281.0,0.0,0.05555555555555555,0.10992907762436498,0.005965636077945116,329.71,281.0,1.0,0.005309839206453976,1,0,1,2,31,329.71,10221.01,5.80124185841777,0.6931471805599453,3.4657359027997265,0,1,1,1
12459,1,149,1,343.35,205,343.35,1,0,0.0,1.0,0.0,0.0,1,1,0.0,19,19.0,205.0,0.0,0.05263157894736842,0.5283687924525929,0.006213145738801582,343.35,205.0,1.0,0.002930313427459017,3,0,1,4,149,343.35,51159.15,5.841658581990707,0.6931471805599453,5.0106352940962555,1,1,1,3
12460,1,0,1,236.95000000000002,162,236.95000000000002,1,0,0.0,1.0,0.0,0.0,1,1,0.0,14,14.0,162.0,0.0,0.07142857142857142,0.0,0.0042824252171646425,236.95000000000002,162.0,1.0,0.0042824252171646425,0,0,1,1,0,236.95000000000002,0.0,5.4720605675671194,0.6931471805599453,0.0,0,1,1,0
12468,1,70,3,1753.56,1143,584.52,3,156,78.0,0.48387096774193544,0.0,0.0,3,3,0.0,84,28.0,381.0,0.07142857142857142,0.022222222222222223,0.24822694947437252,0.031802632457012384,584.52,381.0,1.0,0.07172508605086059,1,1,3,5,210,5260.68,122749.2,7.4699733922156835,1.3862943611198906,4.2626798770413155,0,0,0,2
12469,1,66,1,1005.4,514,1005.4,1,0,0.0,1.0,0.0,0.0,1,1,0.0,60,60.0,514.0,0.0,0.016666666666666666,0.23404255236155125,0.018226618683817898,1005.4,514.0,1.0,0.01396081432613642,1,0,3,4,66,1005.4,66356.4,6.914134885946176,0.6931471805599453,4.204692619390966,0,1,0,2
12470,1,233,1,183.25,93,183.25,1,0,0.0,1.0,0.0,0.0,1,1,0.0,21,21.0,93.0,0.0,0.047619047619047616,0.82624113182184,0.003307992021564043,183.25,93.0,1.0,0.0005747929496093516,3,0,0,3,233,183.25,42697.25,5.216293531069446,0.6931471805599453,5.455321115357702,1,1,1,4
12471,0,1,31,8216.85,4362,265.05967741935484,31,275,9.166666666666666,3.0491803278688527,0.09571788413098237,0.0,9,6,1.8782379449307742,101,3.2580645161290325,140.70967741935485,0.6831683168316832,0.042821158690176324,0.0035460992782053217,0.14908464975297872,912.9833333333333,484.6666666666667,3.4444444444444446,4.605235404307043,0,2,3,5,31,254722.35,8216.85,9.014063896660566,3.4657359027997265,0.6931471805599453,0,0,0,0
12472,0,16,10,6439.99,4399,643.999,10,252,28.0,1.0638297872340425,0.0,0.0,7,3,0.5345224838248488,218,21.8,439.9,0.3577981651376147,0.02127659574468085,0.05673758845128515,0.1168419799590331,919.9985714285714,628.4285714285714,1.4285714285714286,1.1021264778628417,0,2,3,5,160,64399.899999999994,103039.84,8.770437533991734,2.3978952727983707,2.833213344056216,0,0,0,0
12474,0,22,6,1698.1,1144,283.01666666666665,6,188,37.6,0.8256880733944955,0.3577981651376147,0.1651376146788991,5,3,0.4472135954999579,99,16.5,190.66666666666666,0.10101010101010101,0.01834862385321101,0.07801418412051708,0.03079626253097869,339.62,228.8,1.2,0.17036230341397882,0,2,3,5,132,10188.599999999999,37358.2,7.437853978091713,1.9459101490553132,3.1354942159291497,0,0,0,0
12476,0,45,1,879.5,505,879.5,1,0,0.0,1.0,0.0,0.0,1,1,0.0,54,54.0,505.0,0.0,0.018518518518518517,0.15957446751923948,0.015942053705677948,879.5,505.0,1.0,0.013398108974431272,1,0,2,3,45,879.5,39577.5,6.7804899279362605,0.6931471805599453,3.828641396489095,0,1,0,1
12477,0,69,2,3322.4,1379,1661.2,2,97,97.0,0.47244094488188976,0.0,0.0,2,1,0.0,155,77.5,689.5,0.0967741935483871,0.011764705882352941,0.2446808501961672,0.06027059846420127,1661.2,689.5,1.0,0.09104707438029738,1,0,3,4,138,6644.8,229245.6,8.108743634267114,1.0986122886681098,4.248495242049359,0,0,0,2
12480,0,51,1,338.2,262,338.2,1,0,0.0,1.0,0.0,0.0,1,1,0.0,24,24.0,262.0,0.0,0.041666666666666664,0.1808510631884714,0.006119694510545658,338.2,262.0,1.0,0.005012941251924824,1,0,1,2,51,338.2,17248.2,5.826589903917748,0.6931471805599453,3.9512437185814275,0,1,1,1
12481,0,151,1,786.3000000000001,414,786.3000000000001,1,0,0.0,1.0,1.0,0.0,1,1,0.0,20,20.0,414.0,0.0,0.05,0.5354609910090036,0.0142508586622892,786.3000000000001,414.0,1.0,0.006620079760250582,3,0,2,5,151,786.3000000000001,118731.30000000002,6.668609370190421,0.6931471805599453,5.0238805208462765,1,1,0,3
12482,1,144,12,821.4,388,68.45,12,53,4.818181818181818,4.337349397590361,0.5,0.0,2,2,2.8284271247461903,4,0.3333333333333333,32.333333333333336,1.0,0.25,0.5106382960615663,0.014887778683994619,410.7,194.0,6.0,0.0874261049358948,3,2,2,7,1728,9856.8,118281.59999999999,6.7122268947009,2.5649493574615367,4.976733742420574,1,0,0,3
12483,0,92,6,805.3000000000001,399,134.21666666666667,6,128,25.6,1.139240506329114,0.21428571428571427,0.0,5,4,0.4472135954999579,23,3.8333333333333335,66.5,0.17391304347826086,0.10714285714285714,0.3262411335948896,0.014595630184010083,161.06,79.8,1.2,0.05900361148348108,2,2,2,6,552,4831.8,74087.6,6.692455881690976,1.9459101490553132,4.532599493153256,1,0,0,3
12484,1,27,5,1210.56,736,242.112,5,197,49.25,0.6607929515418502,0.034782608695652174,0.0,4,3,0.5,101,20.2,147.2,0.12871287128712872,0.02608695652173913,0.09574468051154368,0.021949425283620854,302.64,184.0,1.25,0.09923942286214288,0,2,3,5,135,6052.799999999999,32685.12,7.099664064411997,1.791759469228055,3.332204510175204,0,0,0,0
12485,1,73,1,612.3000000000001,374,612.3000000000001,1,0,0.0,1.0,0.0,0.0,1,1,0.0,31,31.0,374.0,0.0,0.03225806451612903,0.25886524730898847,0.01109347735810849,612.3000000000001,374.0,1.0,0.008221761598285072,1,0,2,3,73,612.3000000000001,44697.9,6.418854212631938,0.6931471805599453,4.30406509320417,0,1,0,2
12490,0,3,8,2674.51,1675,334.31375,8,278,39.714285714285715,0.7792207792207791,0.1503267973856209,0.0,7,5,0.3779644730092272,87,10.875,209.375,0.41379310344827586,0.0392156862745098,0.010638297834615965,0.048514071032214834,382.0728571428572,239.28571428571428,1.1428571428571428,0.3839837111632353,0,2,3,5,24,21396.08,8023.530000000001,7.891895295363511,2.1972245773362196,1.3862943611198906,0,0,0,0
12494,0,120,1,266.0,152,266.0,1,0,0.0,1.0,0.0,0.0,1,1,0.0,17,17.0,152.0,0.0,0.058823529411764705,0.4255319133846386,0.004809562728006306,266.0,152.0,1.0,0.0027629402978143407,2,0,1,3,120,266.0,31920.0,5.58724865840025,0.6931471805599453,4.795790545596741,1,1,1,3
12495,1,184,1,243.4,124,243.4,1,0,0.0,1.0,0.0,0.0,1,1,0.0,14,14.0,124.0,0.0,0.07142857142857142,0.6524822671897792,0.004399466075854099,243.4,124.0,1.0,0.0015288924762562955,3,0,1,4,184,243.4,44785.6,5.4988062272974405,0.6931471805599453,5.220355825078324,1,1,1,4
12496,1,164,2,45.34,30,22.67,2,0,0.0,2.0,0.0,0.0,1,1,0.0,10,5.0,15.0,0.0,0.1,0.5815602816256727,0.0008054951499573662,45.34,30.0,2.0,0.0006741023274000937,3,0,0,3,328,90.68,7435.76,3.8360055190042304,1.0986122886681098,5.10594547390058,1,0,1,3
12499,1,104,1,297.16,214,297.16,1,0,0.0,1.0,0.0,0.0,1,1,0.0,23,23.0,214.0,0.0,0.043478260869565216,0.36879432493335346,0.005374988023628554,297.16,214.0,1.0,0.003392722943929602,2,0,1,3,104,297.16,30904.640000000003,5.697630255171003,0.6931471805599453,4.653960350157523,1,1,1,3
12500,0,66,6,862.6400000000001,381,143.77333333333334,6,150,30.0,1.0,0.046153846153846156,0.0,4,5,1.0,58,9.666666666666666,63.5,0.1206896551724138,0.03076923076923077,0.23404255236155125,0.015636114344824578,215.66000000000003,95.25,1.5,0.07185958940726861,1,2,2,5,396,5175.84,56934.240000000005,6.761156015307713,1.9459101490553132,4.204692619390966,0,0,0,2
12504,0,140,1,116.4,120,116.4,1,0,0.0,1.0,0.0,0.0,1,1,0.0,5,5.0,120.0,0.0,0.2,0.49645389894874503,0.0020949406411934655,116.4,120.0,1.0,0.0010548991918067857,2,0,0,2,140,116.4,16296.0,4.765586907393996,0.6931471805599453,4.948759890378168,1,1,1,3
